,AT,V,AP,RH,EP
6723,23.48,66.44,1011.28,61.11,443.21
6724,21.43,63.94,1012.68,99.68,445.29
6725,14.92,46.18,1014.21,98.82,465.63
6726,10.87,44.71,1021.38,58.22,484.63
6727,21.19,58.86,1014.19,68.96,452.43
6728,18.38,62.1,1020.12,77.27,452.91
6729,16.82,45.0,1022.05,37.28,468.22
6730,10.36,41.46,1017.53,92.04,478.27
6731,9.51,38.38,1022.77,73.82,474.93
6732,9.34,38.08,1019.56,67.74,482.06
6733,10.2,41.46,1019.12,83.26,480.11
6734,12.92,39.35,1014.56,88.29,469.83
6735,12.75,39.85,1012.51,62.37,475.61
6736,26.72,74.87,1010.18,70.74,441.93
6737,16.11,44.92,1025.37,79.85,460.99
6738,32.82,68.31,1010.44,41.85,441.06
6739,30.98,71.29,1008.78,47.7,432.99
6740,25.68,70.32,1009.08,90.48,431.32
6741,17.96,47.83,1005.0,85.72,454.59
6742,23.39,63.21,1011.91,84.57,448.3
6743,12.64,40.71,1024.2,65.21,476.37
6744,27.38,77.24,1008.25,82.49,435.81
6745,25.91,75.6,1018.23,62.65,443.2
6746,19.89,69.48,1011.06,86.73,447.63
6747,24.52,56.85,1012.59,54.47,438.89
6748,12.04,38.25,1013.08,82.45,472.13
6749,8.33,38.08,1018.94,73.78,481.89
6750,31.03,69.59,1007.77,63.96,432.56
6751,21.25,44.05,1005.69,81.87,448.43
6752,18.55,61.87,1008.45,65.3,450.73
6753,20.8,50.9,1012.07,73.16,457.0
6754,17.78,58.95,1016.32,89.61,450.89
6755,5.89,40.07,1018.99,63.13,493.9
6756,6.18,41.55,1001.58,98.79,484.87
6757,27.71,62.39,1006.43,68.21,435.84
6758,3.26,41.31,996.32,100.0,489.38
6759,12.24,41.2,1012.48,89.85,473.22
6760,12.1,41.58,1014.41,90.22,462.28
6761,30.68,69.68,1012.86,56.56,438.68
6762,28.19,68.08,1013.41,43.93,436.43
6763,27.34,59.87,1012.06,59.04,448.26
6764,26.91,61.5,1009.47,55.26,436.84
6765,5.62,40.62,1015.81,85.34,483.13
6766,30.55,68.24,1009.43,63.84,426.8
6767,17.55,45.87,1008.07,80.98,454.29
6768,26.48,51.43,1006.76,74.3,438.1
6769,27.62,67.51,1012.38,60.25,442.13
6770,22.59,70.32,1007.07,74.39,437.39
6771,14.3,42.99,1007.32,73.72,467.9
6772,26.22,69.89,1015.46,76.63,433.61
6773,19.02,44.85,1014.57,43.37,465.42
6774,12.34,43.22,1009.28,78.23,468.52
6775,18.34,50.59,1018.42,83.95,457.17
6776,19.44,60.07,1014.8,69.06,452.89
6777,15.37,43.34,1014.84,80.37,460.02
6778,15.43,40.89,1010.63,73.03,468.35
6779,11.23,41.17,1019.36,56.85,475.85
6780,23.36,65.18,1012.35,78.09,436.39
6781,11.77,39.39,1012.9,85.8,478.51
6782,3.21,38.44,1016.9,86.34,491.35
6783,29.89,71.29,1009.0,55.72,431.45
6784,24.97,50.23,1015.6,56.79,454.35
6785,14.48,38.92,1015.6,90.05,470.63
6786,21.98,48.41,1008.42,84.86,444.6
6787,15.31,41.35,1005.09,95.25,466.5
6788,27.61,59.54,1005.84,71.27,437.85
6789,22.51,59.21,1018.35,71.97,444.66
6790,23.76,51.19,1009.69,70.87,442.9
6791,23.17,51.19,1009.5,76.15,441.77
6792,8.91,40.11,1022.87,78.39,475.43
6793,10.61,40.77,1022.09,83.62,471.26
6794,27.21,66.49,1013.57,40.11,439.04
6795,28.61,69.84,1004.02,67.26,428.25
6796,23.95,59.92,1010.15,86.37,435.92
6797,26.75,64.79,1017.79,54.31,438.4
6798,24.94,67.69,1008.86,68.97,439.08
6799,18.22,39.63,1005.11,79.0,465.78
6800,24.7,58.46,1015.58,68.64,439.7
6801,8.43,40.6,1015.39,91.81,483.1
6802,10.15,41.46,1019.78,83.56,481.31
6803,22.43,63.21,1012.06,84.75,447.98
6804,27.45,66.25,1009.3,77.58,437.37
6805,26.09,58.41,1013.64,64.58,438.86
6806,30.69,71.98,1004.53,65.86,430.33
6807,27.69,70.32,1012.2,82.27,432.57
6808,15.33,43.13,1015.41,53.17,466.86
6809,13.26,42.99,1007.58,94.26,472.52
6810,9.96,39.66,1015.23,82.98,480.6
6811,21.05,58.33,1013.14,66.34,447.66
6812,7.98,40.77,1008.69,98.65,480.72
6813,23.46,72.43,1008.0,90.55,435.36
6814,32.06,71.85,1007.9,56.44,426.07
6815,23.35,63.47,1011.78,84.24,437.87
6816,9.63,43.02,1012.4,68.41,480.21
6817,18.58,63.78,1016.24,78.74,453.96
6818,14.73,36.99,1007.32,90.84,468.23
6819,16.39,41.96,1011.7,94.85,463.99
6820,20.23,57.76,1016.84,81.26,452.5
6821,15.0,41.35,1006.6,86.95,467.71
6822,11.06,37.92,1008.76,67.32,473.16
6823,27.67,69.59,1009.13,82.15,437.29
6824,13.76,45.08,1023.77,80.48,469.74
6825,30.2,74.34,1004.17,74.77,431.77
6826,29.06,72.86,1004.23,69.41,432.12
6827,12.83,41.5,1013.12,86.07,470.87
6828,14.66,43.13,1014.97,46.31,467.87
6829,19.09,42.44,1012.93,63.59,461.84
6830,30.26,59.22,1013.18,61.08,442.98
6831,31.05,69.13,1000.38,58.49,426.31
6832,21.19,74.93,1015.75,80.84,443.29
6833,24.84,56.89,1012.15,67.24,440.36
6834,14.95,43.52,1022.43,94.75,464.98
6835,17.52,44.05,1008.87,85.67,455.72
6836,8.09,43.02,1014.79,81.06,484.35
6837,27.3,57.19,1008.08,63.48,438.65
6838,27.04,73.67,1006.82,77.45,431.1
6839,9.13,40.02,1031.08,74.76,473.47
6840,12.4,40.35,1011.46,79.49,476.44
6841,22.76,44.05,1006.95,74.07,450.31
6842,12.52,71.14,1019.49,76.11,463.22
6843,12.41,39.28,1017.08,87.02,473.86
6844,15.15,41.35,1006.3,86.16,468.64
6845,23.93,64.05,1013.09,86.02,440.66
6846,19.16,43.43,1012.36,72.59,451.0
6847,25.68,46.21,1011.01,57.53,442.98
6848,32.9,68.51,1012.95,50.09,430.23
6849,29.55,67.69,1004.88,48.68,428.77
6850,17.85,46.48,1007.79,83.59,458.16
6851,24.49,59.87,1018.4,59.95,444.54
6852,13.78,45.51,1015.56,69.92,468.17
6853,15.08,42.77,1018.43,73.19,461.68
6854,24.14,41.1,1002.1,38.49,450.13
6855,20.32,67.71,1007.42,63.71,446.22
6856,8.48,40.05,1015.89,90.25,483.5
6857,25.88,66.48,1004.24,63.16,434.4
6858,7.41,39.16,1015.23,90.66,486.91
6859,12.03,41.58,1015.09,90.43,464.02
6860,20.86,39.72,1001.73,56.38,456.27
6861,29.75,74.87,1009.1,56.5,435.61
6862,14.33,38.73,1003.52,85.92,468.86
6863,11.88,40.64,1020.5,85.43,470.06
6864,21.11,74.78,1009.71,84.35,442.68
6865,23.87,50.39,1012.96,76.05,452.59
6866,21.93,61.45,1008.92,98.54,443.91
6867,29.38,73.42,1011.49,54.96,445.42
6868,9.19,42.44,1014.38,94.24,481.55
6869,23.57,67.9,1006.08,70.12,446.72
6870,18.55,41.1,1002.02,65.16,459.97
6871,28.11,66.17,1010.51,65.16,444.2
6872,11.95,39.82,1013.4,92.51,474.56
6873,19.84,65.48,1019.54,76.6,449.85
6874,19.27,50.12,1007.61,100.11,447.63
6875,12.91,41.66,1013.37,71.52,469.71
6876,18.13,60.1,1009.67,84.75,455.82
6877,11.54,45.51,1017.19,83.02,474.73
6878,16.65,56.89,1013.52,87.44,452.52
6879,9.55,39.66,1018.8,74.88,480.74
6880,23.77,69.13,1011.05,89.41,434.08
6881,21.75,65.12,1015.53,66.0,452.89
6882,14.75,41.16,1009.58,86.96,468.14
6883,31.26,70.36,1006.49,60.47,438.15
6884,26.75,43.21,1012.29,87.28,430.45
6885,13.24,39.16,1016.52,86.66,474.48
6886,19.64,56.53,1019.6,76.19,447.66
6887,24.64,58.49,1011.2,72.67,444.95
6888,8.72,40.02,1031.32,78.09,477.86
6889,22.48,67.45,1014.77,63.9,445.55
6890,6.76,36.25,1028.31,91.16,484.36
6891,10.2,41.62,1016.52,98.09,462.87
6892,12.33,45.51,1016.49,79.2,471.16
6893,14.72,41.23,997.91,82.69,467.11
6894,18.16,43.96,1012.78,78.33,465.26
6895,12.42,40.24,1016.59,90.01,469.59
6896,28.42,73.5,1011.23,72.79,435.59
6897,5.47,40.62,1018.66,83.61,481.56
6898,9.81,71.14,1019.43,87.93,469.64
6899,14.19,49.83,1006.52,90.72,462.86
6900,27.57,68.31,1010.48,55.87,444.71
6901,29.25,66.51,1015.53,33.65,441.7
6902,25.02,59.92,1009.9,76.27,436.64
6903,32.51,71.22,1005.62,47.6,433.76
6904,25.44,56.57,1013.8,66.72,444.61
6905,21.17,58.16,1017.16,68.11,452.02
6906,30.9,70.8,1008.48,67.48,435.27
6907,18.68,59.14,1016.96,77.09,452.85
6908,13.82,41.62,1011.48,77.66,454.88
6909,24.01,50.16,1004.22,75.32,443.03
6910,25.85,67.69,1007.7,70.14,434.0
6911,19.75,57.32,1010.76,79.29,443.63
6912,15.17,49.15,1021.91,91.73,461.89
6913,6.54,39.33,1011.54,93.69,491.16
6914,12.3,39.85,1012.59,73.38,476.42
6915,16.45,41.48,1016.64,45.21,454.69
6916,21.96,59.8,1016.72,72.6,452.48
6917,29.03,69.51,1009.8,47.04,435.09
6918,11.67,40.23,1017.65,82.48,475.07
6919,21.03,67.45,1015.01,68.59,447.11
6920,21.28,70.32,1011.55,88.05,438.7
6921,30.04,64.44,1014.46,52.19,437.95
6922,21.36,58.95,1018.35,78.87,443.93
6923,24.06,58.2,1017.46,48.04,445.91
6924,31.09,59.57,1010.67,60.5,440.08
6925,21.82,50.66,1013.74,73.6,455.2
6926,17.77,44.6,1016.97,54.25,460.13
6927,27.82,76.09,1007.83,76.07,434.52
6928,18.84,61.27,1019.64,71.95,454.47
6929,32.72,69.75,1009.6,49.35,437.99
6930,18.68,62.1,1019.78,83.67,453.25
6931,24.65,52.36,1014.76,66.63,455.68
6932,3.95,35.47,1017.36,84.88,488.64
6933,19.67,44.71,1015.46,31.46,464.99
6934,19.72,51.19,1008.51,95.28,446.01
6935,30.57,69.82,1009.86,52.94,437.62
6936,30.37,67.45,1015.35,45.6,431.38
6937,30.35,71.32,1009.17,64.61,434.62
6938,7.82,40.72,1022.17,88.13,481.52
6939,12.19,41.06,1021.35,74.98,474.63
6940,11.42,41.54,1020.21,71.57,477.5
6941,28.61,69.75,1009.82,71.7,440.53
6942,15.24,44.45,1020.56,66.13,460.94
6943,19.64,46.33,1013.33,98.99,451.45
6944,17.46,53.29,1018.07,91.01,458.06
6945,9.75,35.76,1019.88,62.31,474.31
6946,17.14,44.2,1018.91,62.18,457.02
6947,27.44,74.9,1003.85,76.65,436.42
6948,6.57,42.07,1004.48,74.82,483.86
6949,28.98,62.66,1009.1,52.62,438.45
6950,5.17,39.33,1009.68,94.19,485.46
6951,26.9,66.48,1004.47,54.71,432.95
6952,17.1,43.52,1020.3,70.51,461.51
6953,20.54,59.39,1014.07,84.15,445.41
6954,28.8,73.4,1011.34,54.01,439.65
6955,27.99,71.64,1007.79,72.67,437.81
6956,33.01,69.88,1006.71,53.25,433.5
6957,11.95,40.69,1015.62,85.34,475.4
6958,31.54,77.24,1007.83,62.98,430.07
6959,33.11,69.75,1008.88,42.08,437.19
6960,30.25,71.8,1010.87,60.4,437.28
6961,14.56,40.89,1010.94,79.57,467.53
6962,11.83,38.25,1013.36,85.33,473.31
6963,30.27,64.05,1011.93,65.72,438.68
6964,9.39,39.66,1019.22,75.33,482.16
6965,24.22,49.82,1014.61,66.82,452.2
6966,10.1,41.17,1019.18,84.87,479.95
6967,22.59,60.32,1016.84,78.58,447.17
6968,27.51,71.32,1007.59,80.02,433.16
6969,8.39,36.3,1015.39,62.23,479.57
6970,11.94,39.28,1017.04,89.88,475.59
6971,9.72,41.44,1015.17,84.41,481.85
6972,25.6,59.15,1013.31,67.02,441.11
6973,12.65,41.93,1023.07,65.05,479.53
6974,26.26,73.06,1009.35,91.65,435.41
6975,23.78,69.71,1008.79,83.17,443.06
6976,18.02,53.16,1013.41,82.84,458.01
6977,21.45,66.05,1014.81,73.73,453.38
6978,28.02,63.9,1013.96,46.2,444.42
6979,26.97,67.32,1014.35,55.07,439.61
6980,19.46,66.86,1012.74,66.2,454.89
6981,14.82,44.2,1018.98,72.8,465.73
6982,20.25,59.8,1015.3,82.69,453.81
6983,26.18,52.36,1013.46,56.65,453.54
6984,19.46,47.03,1013.9,88.86,460.57
6985,12.52,40.24,1020.45,97.41,470.56
6986,14.91,40.73,1017.44,86.91,458.99
6987,24.27,63.9,1013.5,61.09,450.26
6988,20.36,65.27,1011.73,70.8,445.67
6989,8.32,39.64,1010.93,78.21,479.69
6990,17.35,42.86,1014.62,74.16,465.16
6991,15.52,43.7,1015.8,76.27,466.38
6992,10.71,39.61,1018.72,73.66,473.77
6993,10.77,41.46,1021.42,87.18,479.22
6994,23.57,61.47,1009.27,84.17,435.82
6995,19.73,56.65,1020.7,69.49,457.46
6996,31.9,73.42,1010.82,60.58,432.27
6997,26.77,64.45,1013.26,44.56,449.1
6998,19.05,44.06,1017.02,73.76,454.28
6999,29.39,69.89,1013.92,47.36,434.27
7000,16.42,40.56,1020.36,50.62,472.17
7001,25.14,67.32,1013.96,41.78,435.39
7002,25.42,73.21,1001.91,93.78,432.04
7003,25.9,71.73,1010.18,74.83,434.84
7004,8.14,36.24,1013.15,87.85,480.25
7005,31.13,67.45,1015.02,41.34,435.14
7006,21.52,46.21,1010.62,67.62,449.08
7007,29.23,75.6,1017.72,52.26,438.92
7008,33.5,70.8,1008.99,57.24,433.19
7009,20.37,44.58,1016.77,66.22,463.2
7010,23.19,45.61,1013.18,73.46,454.62
7011,20.88,56.85,1010.91,84.28,440.08
7012,12.59,40.03,1018.76,85.4,471.63
7013,9.42,41.4,1029.99,88.41,477.01
7014,9.87,40.81,1017.17,84.25,473.2
7015,11.22,41.93,1023.13,69.35,480.71
7016,7.79,41.16,1023.17,97.11,471.82
7017,13.9,41.17,1016.84,72.9,468.96
7018,27.16,59.87,1011.78,58.84,446.38
7019,26.58,62.39,1006.36,68.98,438.66
7020,23.99,45.87,1007.63,52.62,443.66
7021,10.68,37.92,1009.59,65.05,474.03
7022,16.16,52.05,1013.19,75.37,463.09
7023,22.69,58.46,1017.74,75.21,443.47
7024,10.6,41.17,1018.38,87.92,478.47
7025,27.14,70.32,1007.08,73.08,427.21
7026,23.22,59.15,1014.58,75.18,443.7
7027,26.27,59.44,1012.23,58.77,443.67
7028,14.73,39.52,1017.01,74.21,470.45
7029,33.08,69.75,1009.03,43.69,434.98
7030,25.14,63.47,1012.58,70.27,443.93
7031,10.42,44.85,1014.18,88.36,479.03
7032,21.97,58.79,1010.93,86.7,448.8
7033,29.86,64.79,1017.37,44.8,439.89
7034,20.35,50.9,1012.6,72.43,453.5
7035,7.91,37.8,1020.59,61.0,483.49
7036,27.54,75.6,1018.26,57.89,440.87
7037,23.32,66.48,1003.92,72.25,436.26
7038,27.16,66.44,1011.2,73.37,431.85
7039,29.72,68.08,1010.72,53.46,430.36
7040,25.56,74.67,1016.62,76.1,435.81
7041,28.93,74.78,1009.48,56.4,437.34
7042,10.08,40.72,1022.7,67.3,480.8
7043,13.7,42.86,1030.68,79.77,470.28
7044,9.43,41.4,1028.42,84.92,479.28
7045,24.3,69.94,1007.02,62.14,438.92
7046,8.27,38.56,1016.47,66.6,485.31
7047,9.0,39.18,1024.38,84.91,483.26
7048,25.99,74.67,1016.59,83.39,434.7
7049,30.45,43.21,1011.35,63.59,438.68
7050,7.19,39.37,1019.67,70.77,480.4
7051,14.42,44.66,1016.1,93.89,461.34
7052,21.47,60.77,1018.06,85.73,444.02
7053,28.68,73.77,1004.72,87.01,431.66
7054,26.71,59.39,1014.24,66.45,439.33
7055,25.65,78.92,1010.83,86.56,434.78
7056,17.33,42.28,1007.97,50.33,462.26
7057,15.79,58.86,1015.85,91.91,455.15
7058,25.38,71.73,1009.97,72.6,434.44
7059,13.01,41.17,1017.26,76.2,469.48
7060,8.88,41.54,1019.05,80.77,484.99
7061,22.67,62.52,1016.47,65.63,449.34
7062,15.25,46.36,1019.69,95.83,461.68
7063,17.9,48.98,1014.17,80.4,453.02
7064,33.75,64.96,1002.54,39.28,432.62
7065,27.59,54.2,1013.1,51.61,439.31
7066,31.88,70.36,1006.2,57.51,438.42
7067,24.82,66.48,1006.4,70.21,433.62
7068,22.38,49.3,1003.56,83.83,441.0
7069,32.91,73.68,1014.49,50.62,426.28
7070,9.97,41.62,1013.99,96.02,464.86
7071,8.81,44.68,1023.06,93.93,479.24
7072,28.85,71.32,1009.09,76.9,435.13
7073,15.21,35.4,1016.31,58.26,468.18
7074,14.22,45.01,1014.17,70.14,464.06
7075,25.6,66.48,1006.16,69.34,435.12
7076,17.09,42.42,1009.03,72.01,464.11
7077,10.2,40.67,1016.15,73.2,482.26
7078,7.4,41.04,1024.44,90.9,477.69
7079,13.64,34.03,1018.32,62.2,469.61
7080,15.84,41.66,1009.69,62.81,465.5
7081,22.95,70.98,1005.36,93.76,438.83
7082,23.07,65.27,1013.24,58.38,443.42
7083,25.52,63.94,1017.81,41.54,440.32
7084,23.24,68.31,1009.71,80.8,440.78
7085,32.46,74.33,1012.61,37.07,427.87
7086,8.94,41.38,1021.5,79.45,479.95
7087,17.67,45.09,1014.26,51.92,457.67
7088,23.82,44.89,1009.39,74.69,445.45
7089,19.67,60.77,1017.33,88.13,444.87
7090,26.23,59.07,1008.2,78.93,440.18
7091,7.65,41.01,1024.31,97.17,475.89
7092,27.98,67.17,1007.32,75.29,440.68
7093,13.74,43.71,1025.45,86.62,465.24
7094,17.79,43.52,1020.65,68.29,458.57
7095,7.55,42.85,1011.21,93.25,484.93
7096,19.77,54.42,1011.73,89.26,458.21
7097,24.89,66.49,1010.15,65.65,436.39
7098,4.97,38.91,1018.99,89.86,489.96
7099,14.64,39.31,1008.84,79.3,462.72
7100,28.71,71.64,1005.21,71.11,432.05
7101,25.15,68.61,1011.03,53.59,447.91
7102,24.28,71.98,1006.34,90.45,432.47
7103,30.28,74.67,1016.45,55.76,428.27
7104,13.7,43.22,1012.01,71.57,463.99
7105,28.19,62.6,1017.34,46.95,449.61
7106,24.73,71.14,1009.07,68.87,437.55
7107,30.44,68.84,1010.97,55.34,438.31
7108,7.54,38.56,1016.49,69.1,486.76
7109,24.39,70.72,1009.78,82.25,442.04
7110,14.68,58.2,1018.5,83.3,458.51
7111,10.14,42.02,1003.19,96.51,472.17
7112,7.9,40.0,1018.74,79.55,474.5
7113,6.76,39.22,1013.91,77.0,487.08
7114,23.57,66.75,1018.06,80.19,439.71
7115,27.37,76.2,1006.03,67.07,435.64
7116,18.97,50.59,1016.01,74.9,459.68
7117,13.01,41.49,1019.82,92.86,466.5
7118,27.89,68.12,1012.78,48.72,435.69
7119,21.1,62.66,1011.19,83.49,448.8
7120,29.58,76.2,1008.37,60.73,433.91
7121,27.51,73.67,1005.71,76.75,431.97
7122,28.51,74.78,1009.84,59.06,434.43
7123,24.77,57.17,1010.66,73.0,441.12
7124,27.25,50.05,1006.53,60.64,439.63
7125,17.4,43.14,1018.51,75.31,457.59
7126,25.77,63.31,1012.76,65.98,439.98
7127,26.13,71.25,999.8,88.47,430.6
7128,30.05,73.68,1014.95,70.6,434.92
7129,34.18,78.05,1010.71,66.77,432.1
7130,15.11,43.67,1012.06,91.75,467.82
7131,12.11,41.17,1019.46,62.59,475.53
7132,22.21,69.71,1009.69,96.85,440.14
7133,25.37,59.14,1017.27,78.07,437.19
7134,16.62,52.05,1011.96,67.81,457.89
7135,29.82,69.75,1010.09,65.02,442.6
7136,24.74,59.21,1012.18,74.2,440.36
7137,8.23,40.77,1011.92,90.59,479.24
7138,24.71,60.77,1016.67,69.7,443.52
7139,7.45,39.61,1017.88,79.73,478.89
7140,14.07,40.78,1024.67,72.66,456.71
7141,23.94,51.95,1008.61,73.42,448.67
7142,13.15,42.44,1014.51,99.53,469.34
7143,22.44,63.47,1012.02,91.08,444.65
7144,24.67,68.61,1010.71,57.47,450.64
7145,14.8,44.21,1021.59,89.24,466.21
7146,22.83,41.1,1002.0,38.62,449.99
7147,10.29,40.0,1021.46,90.6,479.58
7148,21.85,63.86,1020.16,68.84,445.62
7149,10.64,39.61,1018.33,66.81,471.48
7150,8.99,39.04,1021.99,75.98,483.35
7151,32.27,71.85,1008.06,59.28,429.72
7152,27.27,67.9,1006.36,62.12,436.64
7153,15.69,44.6,1014.06,61.51,462.07
7154,27.47,69.98,1008.53,58.72,431.11
7155,11.7,43.41,1016.08,62.27,467.51
7156,25.06,65.46,1014.37,38.82,443.03
7157,25.61,60.32,1015.77,56.48,443.96
7158,21.17,59.8,1016.06,77.73,455.66
7159,22.35,65.61,1016.27,73.93,448.41
7160,17.0,45.09,1013.52,88.32,458.94
7161,27.51,63.73,1009.97,66.14,440.81
7162,26.86,72.58,1009.22,88.39,428.69
7163,22.69,59.44,1012.97,83.47,446.43
7164,25.82,69.68,1012.69,89.94,439.58
7165,26.36,54.5,1015.35,66.87,451.81
7166,9.14,42.44,1014.48,92.03,481.46
7167,26.65,73.18,1012.27,83.12,437.7
7168,29.8,64.69,1006.6,54.43,437.85
7169,23.48,65.12,1015.82,60.83,445.66
7170,21.81,65.06,1014.6,66.41,447.13
7171,15.94,41.76,1023.32,67.17,462.44
7172,9.99,41.82,1033.14,68.36,475.75
7173,15.34,36.99,1007.87,94.59,464.58
7174,26.45,75.6,1017.42,74.5,436.89
7175,16.46,61.27,1020.02,74.54,456.64
7176,7.93,42.28,1008.43,85.57,484.75
7177,7.94,43.65,1018.75,59.45,479.8
7178,17.25,43.14,1018.34,76.17,462.8
7179,14.48,40.83,1009.42,81.74,469.64
7180,26.96,73.68,1013.81,84.77,429.48
7181,6.85,37.49,1011.01,84.53,483.12
7182,12.64,41.79,1016.38,92.65,461.46
7183,17.3,58.59,1015.52,87.17,454.88
7184,26.16,59.87,1013.24,71.92,446.73
7185,25.04,70.36,1006.56,75.91,436.47
7186,27.92,74.99,1005.47,75.13,431.76
7187,26.67,59.44,1012.01,58.83,441.29
7188,24.81,59.87,1018.56,61.18,444.89
7189,16.71,42.99,1007.72,75.35,465.09
7190,23.07,65.46,1014.07,46.77,446.19
7191,25.42,67.25,1017.92,68.61,439.43
7192,9.48,40.8,1023.82,78.98,485.36
7193,11.9,39.16,1016.53,84.59,477.75
7194,9.96,41.55,1002.59,65.86,475.91
7195,27.06,64.45,1008.72,54.21,443.1
7196,10.26,39.13,1010.94,87.78,474.16
7197,31.46,71.8,1010.75,54.88,434.96
7198,28.07,66.17,1010.58,64.11,443.77
7199,22.12,60.77,1018.01,83.87,443.97
7200,14.7,40.8,1025.78,50.96,472.85
7201,26.66,70.02,1010.88,58.37,439.99
7202,11.48,37.5,1014.38,69.75,472.9
7203,23.84,49.21,1013.1,44.72,445.44
7204,21.08,52.05,1012.28,45.25,453.4
7205,25.41,66.49,1014.06,51.09,449.2
7206,28.04,70.32,1011.28,78.16,435.42
7207,21.03,59.8,1015.86,76.63,453.86
7208,24.88,52.36,1014.45,68.39,452.31
7209,26.92,64.69,1006.66,76.14,437.62
7210,23.07,57.17,1009.84,76.8,444.08
7211,18.09,43.72,1008.64,74.15,453.02
7212,21.1,49.16,1006.76,86.08,442.78
7213,9.1,39.42,1025.28,68.78,471.85
7214,22.1,58.33,1013.71,69.09,441.31
7215,21.6,43.43,1010.28,61.87,446.4
7216,21.11,69.94,1004.37,84.26,439.91
7217,29.45,68.84,1011.64,59.7,438.41
7218,24.69,59.92,1010.12,80.58,436.33
7219,18.99,44.58,1018.29,54.71,468.35
7220,4.7,39.9,1007.45,91.02,487.78
7221,7.41,40.81,1026.15,88.96,488.48
7222,5.75,42.07,1004.24,78.23,485.23
7223,20.65,48.41,1008.38,91.02,447.35
7224,8.84,42.49,1010.28,89.09,481.58
7225,18.18,67.71,1004.5,87.26,449.24
7226,13.71,45.08,1023.35,82.93,468.43
7227,24.47,75.23,1012.43,75.25,441.07
7228,24.34,70.79,1006.82,85.66,433.83
7229,30.26,76.2,1008.44,62.1,435.04
7230,15.84,52.72,1026.45,62.57,464.93
7231,26.07,69.23,1013.32,54.03,436.94
7232,19.43,52.9,1017.16,67.41,458.46
7233,13.87,38.01,1022.61,84.22,473.39
7234,26.96,72.58,1009.23,89.62,429.03
7235,30.12,69.68,1012.89,60.64,436.34
7236,7.95,41.26,1008.48,97.92,480.6
7237,3.85,35.47,1016.78,85.31,489.78
7238,21.98,55.97,1009.12,89.51,442.65
7239,13.04,40.69,1015.96,82.37,473.49
7240,10.61,41.58,1021.08,93.06,465.15
7241,25.3,49.3,1003.67,69.08,436.62
7242,22.54,63.91,1012.15,84.91,446.64
7243,16.71,40.56,1019.48,49.88,467.46
7244,3.63,38.44,1016.16,87.38,487.87
7245,12.19,40.75,1015.13,88.98,475.36
7246,12.62,40.83,1010.06,81.52,470.94
7247,13.94,41.26,1021.67,74.4,467.9
7248,29.46,71.94,1006.96,62.26,428.54
7249,14.01,45.08,1023.28,82.49,464.79
7250,11.83,44.21,1019.37,85.31,463.62
7251,14.41,43.13,1016.32,59.55,467.46
7252,17.5,42.44,1012.55,76.85,466.78
7253,10.72,39.35,1015.35,86.43,480.18
7254,17.04,40.12,1011.81,83.14,458.1
7255,26.66,73.56,1006.9,99.27,433.62
7256,5.24,38.68,1018.03,78.65,486.67
7257,8.53,40.02,1031.27,85.57,476.73
7258,31.44,64.44,1014.04,49.15,437.6
7259,10.34,41.46,1017.75,89.73,478.03
7260,26.38,59.92,1009.99,71.91,444.85
7261,24.96,77.54,1008.25,80.6,433.4
7262,24.78,58.46,1016.82,67.5,442.42
7263,20.27,56.65,1020.75,67.12,454.29
7264,22.35,58.59,1013.99,79.78,444.04
7265,12.11,41.17,1019.46,62.59,475.53
7266,24.96,60.84,1018.13,59.51,442.36
7267,8.75,36.3,1015.61,57.53,480.4
7268,11.77,42.03,1017.63,79.35,472.22
7269,28.8,70.02,1010.76,49.61,435.45
7270,8.73,39.42,1025.63,69.87,474.44
7271,23.76,58.82,1011.75,77.34,444.57
7272,13.8,44.34,1019.43,66.74,468.8
7273,7.71,40.77,1021.93,87.04,482.19
7274,15.36,40.89,1007.59,86.08,464.12
7275,27.81,64.69,1006.59,71.75,437.02
7276,24.02,77.54,1008.33,83.92,438.52
7277,30.09,76.2,1006.64,61.02,434.68
7278,20.76,51.19,1009.0,87.23,445.0
7279,30.1,47.93,1002.64,42.06,435.27
7280,25.21,64.63,1020.56,51.31,448.66
7281,18.93,48.6,1005.72,84.92,449.74
7282,28.84,75.6,1018.41,53.96,442.69
7283,32.43,68.31,1010.09,42.22,439.75
7284,25.77,58.59,1012.51,55.84,449.65
7285,6.44,39.33,1011.8,93.5,490.57
7286,5.71,45.87,1012.04,93.42,482.49
7287,7.87,41.17,1020.33,77.77,486.2
7288,19.36,68.61,1010.85,94.87,454.5
7289,10.9,40.67,1016.66,65.09,482.4
7290,21.34,48.06,1014.49,63.23,458.13
7291,16.69,53.82,1015.39,63.62,458.96
7292,15.27,56.89,1013.28,86.92,456.72
7293,14.62,42.86,1015.56,84.5,470.79
7294,26.65,58.41,1013.53,65.83,442.66
7295,28.84,75.6,1018.41,53.96,442.69
7296,12.88,43.8,1023.19,59.18,468.19
7297,5.82,40.78,1024.82,96.01,470.02
7298,13.74,44.21,1023.26,84.2,466.67
7299,8.05,40.62,1018.16,73.67,477.2
7300,15.91,44.99,1010.93,62.81,459.73
7301,12.25,41.38,1021.81,59.0,474.77
7302,27.39,66.93,1017.16,53.75,441.04
7303,27.76,65.59,1010.8,67.29,439.03
7304,24.44,47.93,1003.13,67.04,440.53
